x,vectime,listtime,vecgain
4232,3351666,19931033,16579367
4233,2397833,20194766,17796933
4234,3365733,20212900,16847167
4235,2374700,20478866,18104166
4236,3541366,19984366,16443000
4237,3316800,20182633,16865833
4238,3416266,20159666,16743400
4239,3116533,20220000,17103467
4240,3363600,19930133,16566533
4241,3316033,20441933,17125900
4242,3110700,19334600,16223900
4243,3321400,20290866,16969466
4244,3578333,20614633,17036300
4245,3459333,22210600,18751267
4246,3499700,21757900,18258200
4247,3876533,21012666,17136133
4248,3472866,20318833,16845967
4249,2820400,19780466,16960066
4250,3615533,19815900,16200367
4251,3216633,19623633,16407000
4252,3479366,19708866,16229500
4253,3393900,19656400,16262500
4254,2321966,19704433,17382467
4255,2696666,20770066,18073400
4256,3408866,19820166,16411300
4257,3266433,20057900,16791467
4258,3454266,19634766,16180500
4259,3235533,19515566,16280033
4260,3291566,19968666,16677100
4261,3287500,19580933,16293433
4262,3309966,19739400,16429434
4263,2220800,19412800,17192000
4264,3332500,20117733,16785233
4265,3301133,20721366,17420233
4266,2178866,20240433,18061567
4267,3278800,20166966,16888166
4268,3386133,19921800,16535667
4269,3298333,19934666,16636333
4270,3295266,19909766,16614500
4271,3321000,20517666,17196666
4272,3319700,20261333,16941633
4273,3279400,20090166,16810766
4274,3407300,19848900,16441600
4275,3320133,20051066,16730933
4276,2193533,20246933,18053400
4277,3250433,21034166,17783733
4278,3264200,20256900,16992700
4279,3228233,20168533,16940300
4280,3575600,20163033,16587433
4281,3196200,20370200,17174000
4282,3473766,21481300,18007534
4283,2090833,20002766,17911933
4284,3994900,20688433,16693533
4285,3137900,20539033,17401133
4286,3334733,20171766,16837033
4287,3108933,20655766,17546833
4288,2967800,20621200,17653400
4289,3423533,20199566,16776033
4290,3255666,20358633,17102967
4291,3392533,20023866,16631333
4292,3269466,19910666,16641200
4293,3111233,20428400,17317167
4294,3123800,20074166,16950366
4295,3266133,20448033,17181900
4296,3444200,19953166,16508966
4297,2245200,20149033,17903833
4298,3348333,20599533,17251200
4299,3766100,20863200,17097100
4300,2173166,20254500,18081334
4301,3298200,20326766,17028566
4302,3422966,19969166,16546200
4303,2367133,20098500,17731367
4304,3258500,20529666,17271166
4305,3159000,20448100,17289100
4306,2511700,20152833,17641133
4307,2259866,20431100,18171234
4308,3123466,20690566,17567100
4309,3178833,20397266,17218433
4310,3125700,19923700,16798000
4311,2601866,19891066,17289200
4312,3134466,20657733,17523267
4313,3279966,20531300,17251334
4314,3130566,20746633,17616067
4315,3243633,20471433,17227800
4316,3444300,20206866,16762566
4317,2371600,20449666,18078066
4318,3177433,20700133,17522700
4319,3497366,20271633,16774267
4320,3134966,20655166,17520200
4321,3121300,20598033,17476733
4322,3122400,20613466,17491066
4323,3115200,20612733,17497533
4324,2082400,20269400,18187000
4325,3130466,20443300,17312834
4326,2077900,20342033,18264133
4327,3157333,20812300,17654967
4328,2162133,20360133,18198000
4329,3286366,20803200,17516834
4330,3319566,20725166,17405600
4331,2211500,20299300,18087800
4332,3335133,21032166,17697033
4333,2345133,20332966,17987833
4334,3231666,20857433,17625767
4335,3214133,20524400,17310267
4336,3203866,20685133,17481267
4337,3210400,20673666,17463266
4338,3250300,20559733,17309433
4339,3493866,20485266,16991400
4340,3157233,20446600,17289367
4341,3477233,20543366,17066133
4342,3360833,20895866,17535033
4343,3308766,21152400,17843634
4344,3354600,20610633,17256033
4345,3305533,20994433,17688900
4346,3632666,20550733,16918067
4347,3237366,20824133,17586767
4348,2234133,20511733,18277600
4349,3145433,20893600,17748167
4350,3278333,21521233,18242900
4351,2571200,21248566,18677366
4352,3532066,19779100,16247034
4353,2728966,20813900,18084934
4354,3353300,21038666,17685366
4355,3475733,21128700,17652967
4356,3385600,20930000,17544400
4357,2282766,20549766,18267000
4358,3380500,21044633,17664133
4359,3381133,20762366,17381233
4360,3773866,20885000,17111134
4361,3268866,20775933,17507067
4362,3277533,21114700,17837167
4363,3411400,21314066,17902666
4364,3352466,20929600,17577134
4365,3575966,20976333,17400367
4366,3430666,21136533,17705867
4367,2330833,21294466,18963633
4368,3444600,20836333,17391733
4369,3592666,20942733,17350067
4370,2315166,21111600,18796434
4371,3456200,21288800,17832600
4372,3346066,21393366,18047300
4373,3423200,20959566,17536366
4374,2271666,20566466,18294800
4375,3405366,21217033,17811667
4376,2285300,21075966,18790666
4377,3533666,21282566,17748900
4378,3454166,21436866,17982700
4379,3459533,21750433,18290900
4380,3402833,21636400,18233567
4381,3738966,21105666,17366700
4382,3422000,21270066,17848066
4383,3652666,21236500,17583834
4384,3425733,21306433,17880700
4385,2298566,21000466,18701900
4386,3446733,21313133,17866400
4387,3519700,21192300,17672600
4388,2307300,21001066,18693766
4389,3588400,20870833,17282433
4390,3479233,21538400,18059167
4391,3356200,21807533,18451333
4392,3303266,21423533,18120267
4393,2312100,21719400,19407300
4394,3523966,21761733,18237767
4395,3557600,21833900,18276300
4396,3487533,21388500,17900967
4397,3494100,21329133,17835033
4398,3201833,21689333,18487500
4399,3524966,22019566,18494600
4400,3603466,21557766,17954300
4401,3510433,21581633,18071200
4402,3132066,21395033,18262967
4403,3314466,21441466,18127000
4404,3462633,21689400,18226767
4405,2375700,21517066,19141366
4406,2356566,21298900,18942334
4407,3626466,21535566,17909100
4408,3702500,21886300,18183800
4409,3354533,21812466,18457933
4410,3357000,21308266,17951266
4411,2445366,22161233,19715867
4412,3446100,21313033,17866933
4413,3463133,21933366,18470233
4414,3884300,21509000,17624700
4415,3414400,21098133,17683733
4416,3654733,20859433,17204700
4417,3327600,21070600,17743000
4418,2592733,21760200,19167467
4419,3470633,21468366,17997733
4420,3767533,21442966,17675433
4421,3399666,21442800,18043134
4422,3515400,21445166,17929766
4423,3663433,21223800,17560367
4424,2393433,21302966,18909533
4425,3610100,21706533,18096433
4426,3474700,21751133,18276433
4427,3474266,22262866,18788600
4428,2420933,21551300,19130367
4429,3402200,21884833,18482633
4430,3683033,21453800,17770767
4431,2261700,20934166,18672466
4432,3338600,21527466,18188866
4433,3679200,21241500,17562300
4434,3555666,21862533,18306867
4435,3487600,22113100,18625500
4436,3282266,21636933,18354667
4437,3590966,21777066,18186100
4438,3526566,21764466,18237900
4439,3667766,21595733,17927967
4440,3458266,22142833,18684567
4441,2347233,21480366,19133133
4442,3369666,21841766,18472100
4443,3484766,22282066,18797300
4444,3717933,21754666,18036733
4445,3319966,22122100,18802134
4446,3393966,21506500,18112534
4447,3837200,21977900,18140700
4448,3384800,21724566,18339766
4449,3620300,23185633,19565333
4450,3651066,21810566,18159500
4451,3189600,22343900,19154300
4452,3635566,22699266,19063700
4453,2403466,22790433,20386967
4454,3958166,22559000,18600834
4455,2515966,21908000,19392034
4456,3648233,22015200,18366967
4457,3658233,22295200,18636967
4458,3684100,21750233,18066133
4459,3542500,22341233,18798733
4460,3604400,22291366,18686966
4461,2812966,21875466,19062500
4462,2360300,22479800,20119500
4463,3735800,22809900,19074100
4464,3691566,21705433,18013867
4465,3606666,22262833,18656167
4466,3901433,21864633,17963200
4467,3428733,21526433,18097700
4468,2242166,21821700,19579534
4469,3408766,22238433,18829667
4470,3362700,21578566,18215866
4471,3354700,21905066,18550366
4472,2773300,22062900,19289600
4473,2330400,22750333,20419933
4474,3661900,22417933,18756033
4475,3432900,21548466,18115566
4476,3374700,22070500,18695800
4477,2341600,21260033,18918433
4478,3382400,22264566,18882166
4479,3693000,22198800,18505800
4480,3798666,22260200,18461534
4481,3681100,21753633,18072533
4482,3788433,22116433,18328000
4483,3847500,21926266,18078766
4484,3709033,22100333,18391300
4485,3738800,21787000,18048200
4486,3937833,22246400,18308567
4487,3726033,21743000,18016967
4488,3731066,22118333,18387267
4489,3725933,21972366,18246433
4490,2429500,22267933,19838433
4491,3732800,21837066,18104266
4492,3838400,22156233,18317833
4493,3806500,21881866,18075366
4494,2455933,22160566,19704633
4495,2450666,22489900,20039234
4496,3371933,22556400,19184467
4497,3255233,22593600,19338367
4498,2420233,22777066,20356833
4499,4100666,22991466,18890800
4500,2213766,22775566,20561800
4501,2484300,23004666,20520366
4502,4164300,22369266,18204966
4503,3767166,22574533,18807367
4504,3739833,22463566,18723733
4505,3774033,22516500,18742467
4506,3738966,22118500,18379534
4507,2405266,22408300,20003034
4508,2254033,22481266,20227233
4509,3784866,21842400,18057534
4510,3760700,22463833,18703133
4511,3769500,22030466,18260966
4512,3803333,22181566,18378233
4513,3912766,22496000,18583234
4514,3753400,22434733,18681333
4515,3768866,22313833,18544967
4516,3801466,22225333,18423867
4517,3776166,21902133,18125967
4518,3770233,22286466,18516233
4519,4037400,22444966,18407566
4520,2346900,22662566,20315666
4521,3781566,21911700,18130134
4522,3766666,21960200,18193534
4523,3913266,22236866,18323600
4524,3753066,23533300,19780234
4525,3887800,22454366,18566566
4526,4135000,22463733,18328733
4527,3852800,22611300,18758500
4528,2380133,22720366,20340233
4529,4117766,22329566,18211800
4530,3843666,22340933,18497267
4531,4028900,22378200,18349300
4532,3783533,23447400,19663867
4533,3818233,22134033,18315800
4534,3753133,22705966,18952833
4535,3810900,22845433,19034533
4536,3856733,22578400,18721667
4537,4071833,23149633,19077800
4538,3791533,22694366,18902833
4539,2337100,22800366,20463266
4540,3795900,22547766,18751866
4541,4034366,23028900,18994534
4542,3802733,22404000,18601267
4543,2403466,23199133,20795667
4544,3857333,22384133,18526800
4545,3812366,22954066,19141700
4546,3860233,22481133,18620900
4547,3818166,22963833,19145667
4548,3811266,22550700,18739434
4549,3845466,22568000,18722534
4550,4057966,22417766,18359800
4551,3879400,22645433,18766033
4552,3797300,22648900,18851600
4553,3872066,22279633,18407567
4554,3871900,22393333,18521433
4555,3820500,22671000,18850500
4556,3804333,22563633,18759300
4557,3890600,22782333,18891733
4558,4031800,22923500,18891700
4559,3812000,22921500,19109500
4560,3843733,22808433,18964700
4561,2561800,23293500,20731700
4562,4226466,23023800,18797334
4563,3805433,23419533,19614100
4564,3908800,22848866,18940066
4565,4091566,23530733,19439167
4566,3824633,23326066,19501433
4567,3933900,22746000,18812100
4568,3837800,22569133,18731333
4569,3870166,22862200,18992034
4570,3895866,23191100,19295234
4571,3876166,23299000,19422834
4572,3925400,22595633,18670233
4573,2714500,23339266,20624766
4574,3869700,23101066,19231366
4575,3892433,22978800,19086367
4576,4131233,23089900,18958667
4577,2471266,24578466,22107200
4578,3887166,23292366,19405200
4579,3874266,23253166,19378900
4580,3909566,22899800,18990234
4581,2411133,23205700,20794567
4582,3962866,23023900,19061034
4583,3913433,23062433,19149000
4584,3909366,23220900,19311534
4585,3959633,23293100,19333467
4586,2443633,29394500,26950867
4587,4928500,27405333,22476833
4588,3999733,26384566,22384833
4589,4683966,25030533,20346567
4590,2941633,25089100,22147467
4591,4354900,24593133,20238233
4592,3405266,23058466,19653200
4593,3190600,23458566,20267966
4594,2912000,23021466,20109466
4595,4067633,23255633,19188000
4596,4018500,22924266,18905766
4597,3235066,23407833,20172767
4598,2660133,23648166,20988033
4599,4101766,23289366,19187600
4600,4348866,23235366,18886500
4601,3275866,23240933,19965067
4602,2944600,24042866,21098266
4603,2686466,23776133,21089667
4604,4150833,23321400,19170567
4605,4146733,23587500,19440767
4606,4139833,23173600,19033767
4607,3396766,23292133,19895367
4608,3647700,24421300,20773600
4609,3832566,24901666,21069100
4610,3660266,24097600,20437334
4611,2989900,24026533,21036633
4612,4055700,23249766,19194066
4613,3269200,24485900,21216700
4614,4123466,23659500,19536034
4615,3318200,23832366,20514166
4616,4158866,23625600,19466734
4617,4307733,23263200,18955467
4618,4156566,23523566,19367000
4619,3536633,25711966,22175333
4620,4559266,23531133,18971867
4621,3158500,24009600,20851100
4622,4195233,23188400,18993167
4623,2892033,24006066,21114033
4624,2697800,23553366,20855566
4625,3565833,24765500,21199667
4626,3883800,25615433,21731633
4627,3149766,23936033,20786267
4628,3897966,23759266,19861300
4629,4257800,23757533,19499733
4630,4341333,24127366,19786033
4631,4110866,23463966,19353100
4632,4086433,23550166,19463733
4633,4086000,23432100,19346100
4634,4181900,23335866,19153966
4635,4317933,23512766,19194833
4636,4084600,23578066,19493466
4637,4059366,24267433,20208067
4638,4350033,23898800,19548767
4639,2518666,23820233,21301567
4640,4085600,23913933,19828333
4641,4137066,24101366,19964300
4642,4310433,23829100,19518667
4643,4109500,23450666,19341166
4644,4083233,23882933,19799700
4645,4075366,23210866,19135500
4646,2815266,24056966,21241700
4647,4098000,23586200,19488200
4648,4162100,23556000,19393900
4649,4115800,23459600,19343800
4650,4126966,23381300,19254334
4651,4096000,23688400,19592400
4652,4129533,23818933,19689400
4653,4216133,23702133,19486000
4654,4142733,23739133,19596400
4655,2563666,24112233,21548567
4656,4313066,23138733,18825667
4657,4115166,23582200,19467034
4658,4087900,23660133,19572233
4659,4152700,23621700,19469000
4660,4119133,23936600,19817467
4661,2620833,24182333,21561500
4662,4102633,23881366,19778733
4663,4160900,23648666,19487766
4664,4096433,23726900,19630467
4665,2427600,23781100,21353500
4666,4118166,23914700,19796534
4667,4123333,23810933,19687600
4668,2452400,23911133,21458733
4669,4220633,24069766,19849133
4670,4154900,24028500,19873600
4671,4137800,24225433,20087633
4672,3031600,24611200,21579600
4673,2704300,24167866,21463566
4674,3416933,24279166,20862233
4675,3629600,24057466,20427866
4676,3715200,24804433,21089233
4677,4213700,24079600,19865900
4678,4203500,24077166,19873666
4679,4193833,24182133,19988300
4680,4140933,24220200,20079267
4681,4385733,23893933,19508200
4682,2601933,24335400,21733467
4683,4163800,23768500,19604700
4684,4411833,24023933,19612100
4685,4375500,25197933,20822433
4686,4395833,24058200,19662367
4687,4146366,24224966,20078600
4688,4170433,24140033,19969600
4689,4183033,23709733,19526700
4690,3950066,24273133,20323067
4691,3934700,24534200,20599500
4692,4297533,24791666,20494133
4693,4148166,24703000,20554834
4694,4512433,24209066,19696633
4695,4227133,24372300,20145167
4696,4128600,24234300,20105700
4697,3357300,24375500,21018200
4698,4169966,24186733,20016767
4699,3004466,24018700,21014234
4700,4210600,24126666,19916066
4701,4332266,24461033,20128767
4702,2582233,24495933,21913700
4703,4141300,24705333,20564033
4704,4336200,24641833,20305633
4705,4168633,24138666,19970033
4706,4154266,24546433,20392167
4707,2655000,24728833,22073833
4708,4173466,24589000,20415534
4709,4249833,23941366,19691533
4710,2706633,23978533,21271900
4711,4162566,24418433,20255867
4712,3034833,24874100,21839267
4713,4167833,24166100,19998267
4714,4428100,24769633,20341533
4715,4179800,24116966,19937166
4716,4171700,24357600,20185900
4717,4337666,24741200,20403534
4718,4169366,24194866,20025500
4719,4314533,24239533,19925000
4720,4190366,24281066,20090700
4721,2806266,24667566,21861300
4722,4196533,24186433,19989900
4723,4257066,24336333,20079267
4724,4188133,24163233,19975100
4725,2761500,24506566,21745066
4726,2711066,24485766,21774700
4727,4354500,24831200,20476700
4728,4188833,24725166,20536333
4729,2761233,24820633,22059400
4730,4527300,24779233,20251933
4731,4257566,24637866,20380300
4732,4288866,24454533,20165667
4733,4195866,24311300,20115434
4734,4219766,24524300,20304534
4735,2603166,24592800,21989634
4736,4372633,24578766,20206133
4737,4249466,24633233,20383767
4738,4210533,24755900,20545367
4739,4206633,25095966,20889333
4740,4212233,25264766,21052533
4741,2624166,24932433,22308267
4742,4206566,24970133,20763567
4743,4211733,24802133,20590400
4744,4226266,24739966,20513700
4745,3751033,24962400,21211367
4746,4200100,24964066,20763966
4747,4365366,24621766,20256400
4748,4227566,24297066,20069500
4749,4252266,24942466,20690200
4750,4215800,24826800,20611000
4751,4232533,24724100,20491567
4752,4251300,24650966,20399666
4753,4418766,24775666,20356900
4754,4383166,24855066,20471900
4755,2727900,24880233,22152333
4756,2498666,24551533,22052867
4757,4233100,24420466,20187366
4758,2519666,25091033,22571367
4759,4276666,24926700,20650034
4760,4437900,24831933,20394033
4761,2495933,25307400,22811467
4762,4219466,25199933,20980467
4763,4464033,24981933,20517900
4764,4168266,24875133,20706867
4765,4248566,25110566,20862000
4766,4241933,25032266,20790333
4767,4259266,24827166,20567900
4768,4230633,24835366,20604733
4769,4237866,25091833,20853967
4770,4274900,25075466,20800566
4771,4292966,25121033,20828067
4772,4232233,24859900,20627667
4773,4227566,25140666,20913100
4774,4283366,25347933,21064567
4775,4242566,24959366,20716800
4776,2539033,25090900,22551867
4777,4223100,25384966,21161866
4778,4387000,25064233,20677233
4779,4253033,25211800,20958767
4780,4562433,25292200,20729767
4781,4310133,25349633,21039500
4782,4299733,25668133,21368400
4783,4246633,25607233,21360600
4784,4335466,25379466,21044000
4785,4283533,25150133,20866600
4786,4243100,24847633,20604533
4787,4256166,24911533,20655367
4788,4316166,25082700,20766534
4789,4245166,25839333,21594167
4790,4289033,25279066,20990033
4791,2521300,25730233,23208933
4792,4272466,25061966,20789500
4793,4314900,25401700,21086800
4794,4277200,25086000,20808800
4795,4253000,25477300,21224300
4796,4438133,25588066,21149933
4797,4268433,25046133,20777700
4798,4265200,25181300,20916100
4799,4272400,24962100,20689700
4800,4269266,25409900,21140634
4801,4355833,25198266,20842433
4802,4278966,25221600,20942634
4803,4313033,25428033,21115000
4804,2820766,25625600,22804834
4805,4446700,26328700,21882000
4806,4316833,25146433,20829600
4807,4421933,25270333,20848400
4808,4288100,25396000,21107900
4809,4303666,25530233,21226567
4810,4418300,25235000,20816700
4811,4315033,25149200,20834167
4812,2727100,25658733,22931633
4813,4350366,25395100,21044734
4814,2781066,25871133,23090067
4815,2589100,25547100,22958000
4816,4309400,24986933,20677533
4817,4288833,25366133,21077300
4818,4288166,25650800,21362634
4819,4287700,25213933,20926233
4820,4605766,25482866,20877100
4821,4317000,25071633,20754633
4822,4299433,25611166,21311733
4823,2692833,25494600,22801767
4824,4334300,25485266,21150966
4825,4283833,25439933,21156100
4826,4522633,25619900,21097267
4827,4819000,25583800,20764800
4828,4299566,25744400,21444834
4829,4292700,25668900,21376200
4830,4308300,25890266,21581966
4831,4304866,25933933,21629067
4832,4754333,25576533,20822200
4833,4614000,25595600,20981600
4834,4297033,25375600,21078567
4835,4246966,26039633,21792667
4836,4333200,26203366,21870166
4837,2763733,25160300,22396567
4838,4429733,26568833,22139100
4839,2826800,26012766,23185966
4840,4369633,26330500,21960867
4841,4437366,26377133,21939767
4842,4396166,26432700,22036534
4843,4147233,25914966,21767733
4844,4168766,25244233,21075467
4845,4077133,24824066,20746933
4846,4394966,24862633,20467667
4847,4141466,26253733,22112267
4848,4220733,25896866,21676133
4849,4116733,26185700,22068967
4850,2941133,26111866,23170733
4851,4116200,25997766,21881566
4852,4346800,26070700,21723900
4853,3420066,26713900,23293834
4854,4344300,25953766,21609466
4855,4357033,25392733,21035700
4856,4335033,26201000,21865967
4857,2743533,26464433,23720900
4858,4331100,25692400,21361300
4859,2555200,25952033,23396833
4860,4310200,26059000,21748800
4861,4349433,25805233,21455800
4862,4333333,26014966,21681633
4863,4554866,26180166,21625300
4864,4359533,25845400,21485867
4865,4313166,26175333,21862167
4866,4330333,25775666,21445333
4867,4409100,25558966,21149866
4868,2777500,26609200,23831700
4869,4578966,26277600,21698634
4870,4371600,26150333,21778733
4871,4345700,25576133,21230433
4872,4352300,26208200,21855900
4873,4325300,26536366,22211066
4874,2588500,26293933,23705433
4875,4624866,26054933,21430067
4876,2642333,25982733,23340400
4877,4363866,25671100,21307234
4878,4575100,26313400,21738300
4879,4363733,25983566,21619833
4880,4396866,25927100,21530234
4881,4393133,26139366,21746233
4882,2707366,26597033,23889667
4883,4534400,26147166,21612766
4884,2803133,26767000,23963867
4885,4385566,25870166,21484600
4886,4376166,26128733,21752567
4887,4387166,26001666,21614500
4888,4380166,26174733,21794567
4889,2772000,26274633,23502633
4890,4396433,25806900,21410467
4891,4513166,25976466,21463300
4892,4436933,25980500,21543567
4893,4388933,26004433,21615500
4894,4386733,26238733,21852000
4895,4376300,25977266,21600966
4896,4407133,26227633,21820500
4897,4396266,26255733,21859467
4898,4415166,26153666,21738500
4899,4362500,26475266,22112766
4900,4358966,26219566,21860600
4901,4422866,26193966,21771100
4902,4633500,26214133,21580633
4903,4382233,26347100,21964867
4904,2586300,26435733,23849433
4905,2919900,27147033,24227133
4906,4385100,26472733,22087633
4907,4400366,26345833,21945467
4908,4442333,26325766,21883433
4909,2817366,27018866,24201500
4910,4402166,26389000,21986834
4911,4430266,26440700,22010434
4912,4416766,26521333,22104567
4913,4397500,26384866,21987366
4914,4433900,26617233,22183333
4915,4386066,26451333,22065267
4916,2917466,26962866,24045400
4917,4611333,26569633,21958300
4918,4405666,26585633,22179967
4919,4432866,26798833,22365967
4920,4453533,26751200,22297667
4921,4416400,26485466,22069066
4922,4439833,26483966,22044133
4923,4400033,26543366,22143333
4924,2740866,27128533,24387667
4925,4446733,26573033,22126300
4926,2809100,26940300,24131200
4927,4446033,26433033,21987000
4928,2784733,27298333,24513600
4929,4437666,26281366,21843700
4930,4436700,26839333,22402633
4931,4483066,26719533,22236467
4932,4444766,26272066,21827300
4933,4421066,26688433,22267367
4934,4428033,26915633,22487600
4935,4412900,26741600,22328700
4936,4456433,26707333,22250900
4937,4443200,26672500,22229300
4938,4536533,26803966,22267433
4939,4472033,26403033,21931000
4940,4406100,26915466,22509366
4941,4684933,27065133,22380200
4942,4505233,26284833,21779600
4943,4483566,26421766,21938200
4944,2870200,26830866,23960666
4945,4520033,26711600,22191567
4946,4502033,26623033,22121000
4947,4492633,27040233,22547600
4948,4481700,26769600,22287900
4949,4517766,26715366,22197600
4950,4576766,27032066,22455300
4951,4508900,26752166,22243266
4952,4511766,26704700,22192934
4953,4474200,27256033,22781833
4954,4490133,27277300,22787167
4955,4464633,26791500,22326867
4956,4689600,27408733,22719133
4957,2768400,26915300,24146900
4958,4486566,26724100,22237534
4959,4571500,26843866,22272366
4960,4491166,26963466,22472300
4961,4505366,27165033,22659667
4962,4744233,27245433,22501200
4963,4485533,26901300,22415767
4964,4449100,27001900,22552800
4965,4660066,26948000,22287934
4966,4481200,27071833,22590633
4967,4525600,26840066,22314466
4968,4476633,26498800,22022167
4969,4573266,26856800,22283534
4970,4630833,26890833,22260000
4971,4518033,26702600,22184567
4972,4567333,27166633,22599300
4973,2740633,27440366,24699733
4974,3301366,26727900,23426534
4975,3717300,27439000,23721700
4976,4457700,27439633,22981933
4977,4589400,27420133,22830733
4978,4525333,27455333,22930000
4979,2742700,27275633,24532933
4980,4493466,27397566,22904100
4981,3975266,26641800,22666534
4982,4121033,26655066,22534033
4983,3631966,26403233,22771267
4984,3359466,27088333,23728867
4985,4552833,26212100,21659267
4986,4162666,26608100,22445434
4987,4063466,27223866,23160400
4988,4548566,27295533,22746967
4989,4681166,27039600,22358434
4990,4613166,26799033,22185867
4991,3928333,26828333,22900000
4992,3392033,26513533,23121500
4993,4082233,26830933,22748700
4994,4588900,27025066,22436166
4995,4782466,27057766,22275300
4996,4593433,26538100,21944667
4997,4166100,27138800,22972700
4998,3778166,26891633,23113467
4999,3948133,28247466,24299333
